review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste
kbub6f,1658,Big Bear Black Stout,8.1,American Double / Imperial Stout,4.5,4.5,4.0,4.0,4.0
cosmicevan,46363,Jai Alai IPA,7.5,American IPA,4.5,4.0,4.0,4.5,4.5
Spider889,48505,Victory At Sea Coffee Vanilla Imperial Porter,10.0,American Porter,4.5,4.5,5.0,5.0,4.5
jeffaz02t,2948,Trappist Achel 8° Blond,8.0,Tripel,3.5,3.5,3.5,3.0,3.5
rabsten,1483,Hops Infusion,6.2,American IPA,4.0,4.0,4.0,3.0,4.0
olympuszymurgus,54710,Hotel,8.2,American Porter,5.0,3.5,4.0,5.0,4.5
CS1971,1252,Michelob Amber Bock,5.2,Bock,4.0,3.5,4.5,4.0,4.0
Huhzubendah,1093,Two Hearted Ale,7.0,American IPA,4.0,4.0,4.5,4.0,4.0
ranger7,40702,Agave Wheat,4.2,Herbed / Spiced Beer,3.5,2.0,3.5,3.5,4.0
WastingFreetime,1565,Andygator,8.0,Maibock / Helles Bock,3.5,3.5,3.0,4.0,3.5
Sean9689,1160,Stone Imperial Russian Stout,10.5,Russian Imperial Stout,4.5,4.5,4.0,4.5,4.5
treque,60321,Pagoa Pilsner - Horia,4.9,German Pilsener,3.0,3.0,3.5,2.5,2.5
PNeifert,46385,Yakima Glory,8.7,American Black Ale,5.0,4.5,4.5,4.0,5.0
dogfishandi,12104,Tröegs Dead Reckoning Porter,5.4,American Porter,4.0,2.5,4.5,4.5,4.5
Overlord,38180,Union Jack India Pale Ale,7.5,American IPA,4.5,4.0,4.5,4.5,4.5
GnomeKing,6947,Cuvée Van De Keizer Blauw (Blue),11.0,Belgian Strong Dark Ale,3.0,2.0,3.0,3.0,2.0
mikesgroove,31267,Foonf Zane Auld Ale,7.3,Old Ale,5.0,3.5,3.0,5.0,4.5
association330,916,Lagunitas IPA,6.2,American IPA,4.0,4.0,4.0,4.0,3.5
sulldaddy,35134,Pecan Harvest Ale,5.0,American Brown Ale,4.0,4.0,4.5,3.5,4.0
hero27,9603,Hacker-Pschorr Edelhell,5.5,Munich Helles Lager,3.0,3.0,3.0,3.5,3.5
yesyouam,41471,Special Edition - Bock Beer,7.0,Bock,3.0,3.0,3.5,3.5,2.5
goindownsouth,616,Julius Echter Hefe-Weissbier Dunkel,4.9,Dunkelweizen,4.0,4.0,4.0,4.0,4.0
FightingEntropy,9026,Fish Tale Detonator Doppelbock Lager,8.0,Doppelbock,4.0,3.5,4.0,4.0,3.5
Axismundi,55987,Green Line Pale Ale,5.0,American Pale Ale (APA),5.0,4.5,5.0,4.5,4.5
zoolzoo,58048,Saison Du BUFF,6.8,Saison / Farmhouse Ale,5.0,4.5,4.0,4.5,4.5
Dubber55,57747,Bourbon County Brand Coffee Stout,13.0,American Double / Imperial Stout,2.5,4.0,4.5,4.0,4.5
mckajd03,5488,Wells Banana Bread Beer,5.2,Fruit / Vegetable Beer,2.5,2.0,4.0,3.0,2.0
Suds,1153,Chicory Stout,5.2,American Stout,4.0,4.0,3.5,3.5,3.5
dherling,652,Traquair Jacobite,8.0,Scotch Ale / Wee Heavy,4.0,4.0,4.0,3.5,4.5
mrasskicktastic,32437,Black & Blue,10.0,Fruit / Vegetable Beer,1.5,3.0,3.0,1.5,2.0
zdk9,9086,120 Minute IPA,18.0,American Double / Imperial IPA,4.5,4.0,3.5,4.5,4.0
Shovelbum,1054,Trippel Belgian Style Ale,7.8,Tripel,4.0,4.0,4.5,4.0,4.0
LauraAlberts,34915,Vortex I,10.8,American Strong Ale,4.5,4.0,4.0,4.5,5.0
DrinkingDrake,15881,Tröegs Nugget Nectar,7.5,American Amber / Red Ale,4.0,5.0,3.5,4.0,4.5
shadow1961,781,Samuel Smith's Organically Produced Ale,5.0,English Pale Ale,3.5,4.0,3.5,3.5,3.5
bennetj17,1917,La Folie,6.0,Flanders Red Ale,4.0,5.0,3.5,3.5,4.0
RoyalT,48972,Unikator Doppelbock,7.0,Doppelbock,3.0,3.0,3.0,3.0,3.0
ewright,15216,Samuel Adams Hefeweizen,5.4,American Pale Wheat Ale,4.0,3.5,3.0,3.5,3.5
Stimack,25581,Ipswich Harvest Ale,6.9,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.0
GarrisWH,726,He'Brew Genesis Ale,5.6,American Amber / Red Ale,4.0,3.5,4.0,4.0,3.5
oakbluff,58261,Troubadour Magma,9.0,Belgian IPA,3.5,3.5,3.0,3.5,4.0
StoutHunter,65380,Frankenmuth Cass River Blonde Ale,4.75,American Blonde Ale,4.5,5.0,3.5,4.0,4.5
Brenden,1005,HopDevil Ale,6.7,American IPA,4.0,4.5,4.0,4.0,4.0
Rayek,665,Anchor Liberty Ale,6.0,American Pale Ale (APA),4.5,4.0,3.5,4.0,4.5
wethorseblanket,50869,Cascade Bourbonic Plague,11.5,American Wild Ale,4.0,4.5,4.0,4.5,5.0
bluHatter,5387,Dark Horse Amber Ale,5.5,American Amber / Red Ale,4.5,4.0,4.0,3.5,4.5
kangarooAdam59,449,Stella Artois,5.0,Euro Pale Lager,3.0,3.0,3.0,2.0,3.0
rye726,1710,Oude Gueuze,6.0,Gueuze,5.0,4.5,5.0,5.0,4.5
cerevisiaephilus,583,Duinen Dubbel,8.0,Dubbel,4.0,4.5,5.0,3.5,4.0
jackorain,1010,Prima Pils,5.3,German Pilsener,4.5,3.5,3.5,4.0,4.0
Gavage,41239,Boaks Monster Mash Imperial Stout,10.0,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.0
zeff80,2270,Carlsberg Beer,5.0,Euro Pale Lager,4.0,3.5,3.0,3.5,3.5
AChamberlain,41702,Theobroma,9.0,Chile Beer,3.5,3.0,4.0,3.5,3.5
fainster,262,Saint Bridget's Porter,5.9,American Porter,4.0,4.0,4.5,4.0,4.0
Gyle41386,2093,90 Minute IPA,9.0,American Double / Imperial IPA,3.5,3.5,3.5,3.5,3.5
northyorksammy,36960,Creemore Springs Traditional Pilsner,5.3,Czech Pilsener,4.0,3.5,3.5,4.0,3.5
seanyfo,626,La Trappe Dubbel (Koningshoeven / Dominus),7.0,Dubbel,4.0,3.5,3.0,4.5,3.5
Vancer,30228,12th Anniversary Undercover Investigation Shut-Down Ale,9.9,American Double / Imperial IPA,5.0,4.0,5.0,4.5,4.5
Onenote81,13741,Redemption,5.15,Belgian Pale Ale,4.5,3.5,4.0,4.0,4.5
FreshmanPour77,31548,Big Black Voodoo Daddy,12.5,American Double / Imperial Stout,4.5,4.0,4.0,4.5,4.5
Tiklmelmo,51761,Unplugged Old English Porter,5.5,English Porter,3.0,3.5,4.0,3.5,3.5
jlindros,43401,Tap And Die Malt Liquor,7.5,American Malt Liquor,4.0,4.0,3.5,3.0,3.5
CharlieMopps,26501,Fisherman's IPA,6.0,American IPA,4.5,3.5,3.0,4.0,4.0
womencantsail,33243,Wipeout I.P.A.,7.0,American IPA,4.0,4.0,4.0,4.0,4.0
putnam,449,Stella Artois,5.0,Euro Pale Lager,2.5,2.5,3.5,2.5,3.0
Knapp85,44555,Ace Of Spades,5.9,Foreign / Export Stout,4.0,3.5,4.0,3.5,4.0
bark,22323,Ushers Ruby Ale,6.2,English Barleywine,4.0,4.0,3.5,3.0,3.5
Hazer115,65526,The Lost Fugawi Ale,12.8,Quadrupel (Quad),4.5,4.0,4.5,4.0,4.5
ADR,1252,Michelob Amber Bock,5.2,Bock,2.5,3.0,4.0,2.0,2.5
rrski198,66161,Red Banshee,5.3,American Amber / Red Ale,3.5,4.0,4.0,3.5,4.0
jpm30,2151,Tire Bite Golden Ale,5.1,Kölsch,3.0,2.5,3.5,3.0,2.5
TheManiacalOne,29687,Jefferson's Reserve Bourbon Barrel Stout,8.5,American Double / Imperial Stout,4.0,3.5,3.5,3.5,4.0
MusicmanSD,1160,Stone Imperial Russian Stout,10.5,Russian Imperial Stout,5.0,5.0,5.0,5.0,5.0
biegaman,848,Tecate,4.5,American Adjunct Lager,1.0,1.0,2.5,1.5,1.5
ritzkiss,56059,Solstice D'hiver Réserve Spéciale (Vieillie En Fût De Chêne),10.8,American Barleywine,4.0,5.0,4.0,4.0,4.5
Wildman,7000,Our Special Ale 2002 (Anchor Christmas Ale),5.5,Winter Warmer,3.5,4.0,4.5,3.5,3.5
Danny1217,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,5.0,4.5,4.5,5.0,5.0
DoubleJ,32846,Taras Boulba,4.5,Belgian Pale Ale,3.5,3.5,3.0,4.5,3.5
ThirstyBird,42456,Feuerwehrmann Schwarzbier,5.0,Schwarzbier,3.5,3.5,4.0,4.0,3.5
TexIndy,46410,Dark Horizon 2nd Edition,17.5,Russian Imperial Stout,2.5,4.0,4.0,3.5,3.5
dmamiano,1352,Shiner Bock,4.4,Bock,3.0,2.5,4.0,3.0,3.0
RaulMatisse,21789,Moylans Dragoons Dry Irish Stout,5.0,Irish Dry Stout,3.5,3.5,4.0,3.5,3.5
Vengeance526,40898,Danny's Irish Style Red Ale,6.5,Irish Red Ale,4.0,3.5,4.0,4.0,3.5
badbeer,43080,It's Alive!,8.0,Belgian Strong Pale Ale,2.5,3.5,4.0,4.0,2.0
morebeergood,793,Raftman,5.5,Belgian Pale Ale,3.5,3.5,4.0,4.0,3.5
claytong,55992,Framboise De Amorosa,7.0,American Wild Ale,4.5,4.0,4.0,4.5,4.5
Durge,48434,Sierra Nevada Kellerweis Hefeweizen,4.8,Hefeweizen,4.0,4.0,4.0,4.0,4.0
riversider76,36028,Saranac Pomegranate Wheat,4.7,American Pale Wheat Ale,4.0,3.0,4.0,4.0,3.0
bashiba,22555,La Seigneuriale,7.5,Belgian Strong Pale Ale,4.5,4.5,4.0,4.0,4.0
gford217,63343,Centennial Red (Brewmaster Series),7.9,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.0
ShogoKawada,273,Double Bag,7.2,Altbier,4.0,4.0,3.5,3.5,4.0
KenC,1421,Delirium Nocturnum,8.5,Belgian Strong Dark Ale,4.5,5.0,5.0,4.0,4.5
ccrida,2749,White Knuckle Double IPA,8.0,American Double / Imperial IPA,4.0,4.0,4.0,4.0,4.0
TerryW,8729,Éphémère (Peach),5.5,Fruit / Vegetable Beer,3.0,4.0,4.0,3.5,3.5
hosehead83,33624,Hoppin' To Heaven IPA,6.8,American IPA,4.0,4.0,4.0,4.0,4.0
drabmuh,18850,Kuhnhenn Fourth Dementia (4D),13.5,Old Ale,4.0,4.0,4.0,3.5,4.0
kwjd,38673,Galt Knife Old Style Lager,4.4,American Pale Lager,4.0,4.0,4.0,4.0,3.5
curasowa,10672,Bourbon County Brand Stout,14.5,American Double / Imperial Stout,3.0,4.0,4.0,5.0,4.0
jkeller,7463,Founders Dirty Bastard,8.5,Scotch Ale / Wee Heavy,4.0,4.5,4.0,4.0,4.5
Kegatron,45679,Ichabod Ale 2008,5.0,Dunkelweizen,3.5,3.5,3.5,3.5,4.0
hckyfn9999,3558,Sierra Nevada Summerfest Lager,5.0,Czech Pilsener,4.0,3.5,4.0,4.5,4.0
ocelot2500,66036,Stone Old Guardian BELGO Barleywine,12.0,American Barleywine,4.0,3.5,4.0,4.0,4.0
jlindros,6076,Flower Power India Pale Ale,7.5,American IPA,3.0,4.0,4.5,3.5,4.5
BuckeyeNation,18305,DreamWeaver Wheat,4.8,Hefeweizen,4.0,4.0,4.0,3.5,4.0
mcallister,141,Hennepin (Farmhouse Saison),7.7,Saison / Farmhouse Ale,3.0,3.5,3.0,3.5,4.0
tdm168,199,Immort Ale,11.0,American Strong Ale,4.5,4.0,4.0,4.5,4.5
MadMike80,318,UFO Hefeweizen,5.1,American Pale Wheat Ale,4.5,4.5,4.0,4.0,4.0
livingregret,637,Old Speckled Hen,5.2,English Pale Ale,3.5,3.0,4.0,3.0,3.5
hylton44,38467,Summit Pilsener,5.0,Czech Pilsener,3.5,3.0,3.0,3.5,3.5
beerthulhu,59324,Caulier Brune,6.8,Belgian Dark Ale,3.5,3.5,3.0,4.0,3.5
philbe311,18198,Heresy,8.0,Russian Imperial Stout,4.0,4.0,4.0,4.0,3.5
Overlord,47317,Samuel Adams Imperial White,10.3,Witbier,1.5,2.0,3.5,2.5,1.5
Duhast500,1193,Samuel Adams Boston Ale (Stock Ale),4.94,American Pale Ale (APA),3.0,3.5,3.5,3.0,3.5
hosehead83,2010,Bell's Java Stout,7.5,American Double / Imperial Stout,4.0,5.0,4.0,4.0,4.5
fishtownhxc,43341,Southampton Altbier,5.0,Altbier,4.0,3.0,4.0,3.0,3.0
GusterFan,3704,Tsunami Stout,7.0,Foreign / Export Stout,4.5,4.5,5.0,4.5,4.5
BillyBoysPie,2409,Mönchshof Schwarzbier,4.9,Schwarzbier,4.0,3.5,4.0,4.0,4.5
afinepilsner,935,Warsteiner Premium Verum,4.8,German Pilsener,4.5,3.5,3.0,3.5,3.5
smm,752,Guinness Foreign Extra Stout,7.5,Foreign / Export Stout,3.5,4.0,5.0,3.0,4.5
russpowell,2017,The Wise ESB,5.9,Extra Special / Strong Bitter (ESB),4.5,3.5,4.0,3.5,3.5
RedDiamond,18432,Wittekerke Rosé,4.5,Fruit / Vegetable Beer,2.0,4.0,2.0,3.0,2.5
SPThirtyThree,58048,Saison Du BUFF,6.8,Saison / Farmhouse Ale,3.5,4.0,3.5,4.5,3.5
jtw5877,225,Great Lakes Burning River Pale Ale,6.0,American Pale Ale (APA),5.0,4.5,4.5,4.5,5.0
TastyTaste,32048,Allagash 11th Anniversary Ale,9.2,Belgian Strong Dark Ale,5.0,5.0,4.5,4.5,5.0
StJamesGate,8919,G'Knight Imperial Red Ale,8.7,American Double / Imperial IPA,4.5,4.5,4.0,4.0,4.0
BeerMan7777777,50795,Stone 13th Anniversary Ale,9.5,American Strong Ale,3.5,4.0,4.0,4.0,3.5
Mebuzzard,3635,La Terrible,10.5,Belgian Strong Dark Ale,4.0,4.0,4.5,4.5,4.5
cbl2,36028,Saranac Pomegranate Wheat,4.7,American Pale Wheat Ale,4.5,3.5,3.5,4.0,4.0
BdubleEdubleRUN,22189,Bengali Tiger,6.4,American IPA,4.0,4.5,4.0,4.0,4.0
Beertracker,7971,Pliny The Elder,8.0,American Double / Imperial IPA,4.5,5.0,5.0,4.0,5.0
psuKinger,2403,Bell's Special Double Cream Stout,6.1,American Stout,5.0,4.0,4.5,5.0,4.5
ClavisAurea,14431,Fat Scotch Ale,9.0,Scotch Ale / Wee Heavy,4.5,4.0,3.5,4.0,4.5
far333,296,Jinx,6.9,Scotch Ale / Wee Heavy,5.0,4.5,4.5,5.0,5.0
AnalogReigns,40922,LongShot Weizenbock,7.2,Weizenbock,4.5,4.5,4.0,5.0,4.5
socon67,63227,He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),10.5,American Strong Ale,4.0,5.0,4.0,4.0,4.0
Dawkfan,7300,Arkell Best Bitter,4.0,English Bitter,4.5,4.0,3.0,4.0,4.0
StrangeBrewer76,10325,Péché Mortel (Imperial Stout Au Cafe),9.5,American Double / Imperial Stout,4.0,4.5,5.0,4.5,5.0
mikereaser,26667,Smuttynose Winter Ale,5.1,Dubbel,3.5,3.5,4.0,3.5,3.5
FreshHawk,4296,Original Oettinger Export,4.7,Dortmunder / Export Lager,3.0,2.5,3.5,3.0,2.5
animal69,55,Redhook Double Black Stout (with Coffee),7.0,American Double / Imperial Stout,4.0,4.0,3.5,3.5,4.0
HappyHourHero,1193,Samuel Adams Boston Ale (Stock Ale),4.94,American Pale Ale (APA),4.5,4.0,4.0,3.5,4.0
BurnsTau,13906,Winterhook Winter Ale,5.9,Winter Warmer,3.5,3.0,4.0,3.0,3.0
kirok1999,1153,Chicory Stout,5.2,American Stout,4.0,4.0,4.0,4.0,4.0
CPeterson,4073,Founders Pale Ale,5.4,American Pale Ale (APA),3.5,3.5,4.0,3.5,3.5
Bouleboubier,6005,Gritty McDuff's Halloween Ale,6.0,Extra Special / Strong Bitter (ESB),4.5,4.0,4.5,4.0,4.0
charlatan,8948,Kiwanda Cream Ale,5.1,Cream Ale,2.5,3.5,3.0,2.5,2.5
Seanibus,7604,Judas,8.5,Belgian Strong Pale Ale,4.0,4.0,3.5,3.5,3.5
brewcrew76,13159,Boon Oude Geuze,6.5,Gueuze,3.5,4.5,4.0,3.5,3.5
DelMontiac,705,J.W. Lees Vintage Harvest Ale,11.5,English Barleywine,3.5,4.5,3.5,4.0,4.0
AlexLMS,645,Trappistes Rochefort 10,11.3,Quadrupel (Quad),3.0,4.0,3.5,3.5,3.5
jlindros,21804,Smuttynose Wheat Wine (Big Beer Series),10.7,Wheatwine,4.5,4.0,4.0,3.5,4.5
scottum,1503,Sam Adams Light,4.0,Light Lager,3.5,3.0,3.5,3.0,3.0
rodenbach99,37791,Nouvelle France Rouge,4.5,American Amber / Red Ale,3.0,3.0,3.0,3.0,3.0
LyonsHead,3434,Left Hand Milk Stout,6.0,Milk / Sweet Stout,3.0,3.5,3.5,3.0,3.0
HalfFull,4083,Stone Ruination IPA,7.7,American Double / Imperial IPA,3.5,4.5,3.5,4.0,4.0
hunteraw,39284,Tuatara Pilsener,5.0,Czech Pilsener,3.5,3.5,3.5,3.5,3.5
woosterbill,20311,Titanic Iceberg,4.1,English Pale Ale,2.5,2.5,4.0,3.5,2.5
StoutRugger,1244,Wild Goose Amber,5.0,American Amber / Red Ale,3.5,3.0,4.0,3.5,3.5
LyonsHead,49016,LongShot Double IPA,9.6,American Double / Imperial IPA,4.0,4.0,3.5,4.0,4.0
sulldaddy,47981,Pantius Droppus,10.0,American Double / Imperial IPA,4.5,3.5,4.0,4.0,4.0
far333,47360,Samuel Adams Imperial Stout,9.2,Russian Imperial Stout,3.5,3.5,4.0,3.5,3.5
twbrewer,3325,Edel-Pils,5.3,German Pilsener,4.0,3.5,3.5,3.5,4.0
thecheapies,39695,Ol' Red Cease And Desist,10.1,Scotch Ale / Wee Heavy,3.5,3.0,2.5,3.5,4.0
cnally,8682,Bell's Winter White Ale,5.0,Witbier,2.5,3.0,2.5,2.0,3.0
Drew966,2310,Butte Creek Organic Porter,6.1,American Porter,3.5,3.5,4.0,3.5,3.5
Vancer,1808,Trappist Westvleteren Blonde,5.8,Belgian Pale Ale,4.5,3.5,3.5,4.0,4.5
andyinsdca,31763,Islander IPA,7.5,American IPA,3.0,3.0,3.5,3.5,3.0
MasterSki,41558,Newbold IPA,6.5,American IPA,4.5,4.0,4.0,4.0,3.5
DmanGTR,2231,Brooklyn Monster Ale,10.8,English Barleywine,4.5,4.5,4.0,4.0,4.5
jonandhisflask,7520,Dark Lord Imperial Stout,15.0,Russian Imperial Stout,5.0,5.0,4.5,4.5,5.0
CBFanWish,381,Pete's Wicked Strawberry Blonde,5.0,Fruit / Vegetable Beer,2.0,2.0,3.5,3.0,2.0
GallowsThief,18207,Blue Point Blueberry,4.6,Fruit / Vegetable Beer,3.0,3.0,3.5,3.0,3.0
TrojanBrewer,22919,Headwall Alt,4.75,Altbier,3.0,3.0,3.5,3.0,3.5
Derek,18997,Mill Street Pilsner,5.2,Czech Pilsener,4.0,4.0,4.5,4.0,4.0
barleywinebrewer,3430,Wee Heavy Scotch Ale,8.0,Scotch Ale / Wee Heavy,4.0,4.0,3.5,4.0,4.0
Zorro,36430,The Big DIPA,8.0,American Double / Imperial IPA,2.5,2.0,4.0,2.0,2.0
droomyster,5688,Trader Joe's Stockyard Oatmeal Stout,5.0,Oatmeal Stout,4.0,4.0,4.5,4.5,4.0
BeerAdvocate,30420,Sierra Nevada Torpedo Extra IPA,7.2,American IPA,4.5,4.5,4.5,4.5,4.5
enfield249,37403,Founders Deca 10th Anniversary,13.0,American Barleywine,3.5,4.0,4.0,4.0,4.5
mgbickel,41252,Hambleton Nightmare (Yorkshire Porter),5.0,English Porter,4.0,3.5,3.0,4.0,4.0
Gyle41386,47152,Terrapin Monk's Revenge,9.6,Belgian IPA,3.5,3.5,3.0,4.0,3.5
ChainGangGuy,2124,Yanjing Beer,5.0,American Adjunct Lager,3.0,2.0,2.5,2.5,2.0
Mistofminn,43491,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,9.2,American Double / Imperial Stout,5.0,4.5,4.0,4.5,5.0
Mdog,57402,Grain Belt Nordeast,4.7,American Amber / Red Lager,4.0,3.0,4.0,3.5,3.5
PhiloPsych,45175,Green Flash Palate Wrecker (Hamilton's 2nd Annie Ale),9.0,American Double / Imperial IPA,5.0,4.0,4.0,5.0,4.5
BEERMILER12,56973,Shakespeare Oatmeal Stout,6.1,Oatmeal Stout,5.0,4.0,4.0,3.5,4.5
lordofthewiens,34731,Santa's Little Helper 2006,10.0,Belgian Strong Dark Ale,4.0,3.5,4.5,4.0,4.0
MoeSizlak,1737,El Toro IPA,6.5,American IPA,5.0,4.0,5.0,4.0,4.5
musicjustintime,38030,Bell's Batch 8000,9.0,Witbier,3.5,3.5,4.0,4.0,4.5
OatmattStout,1193,Samuel Adams Boston Ale (Stock Ale),4.94,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.5
dpodratsky3,384,Penn Gold,4.0,Munich Helles Lager,4.5,3.0,4.0,3.5,3.0
Huhzubendah,32180,Duck-Rabbit Baltic Porter,9.0,Baltic Porter,4.0,4.0,4.5,4.0,4.0
weeare138,30691,Short's Mystery Stout,10.8,American Double / Imperial Stout,4.5,5.0,4.0,4.5,4.5
BMoney575,54838,The Liberator,7.4,American Double / Imperial IPA,4.5,4.5,4.5,4.5,4.5
williamherbert,14625,Z Lager,5.4,Rauchbier,3.5,4.0,3.5,4.0,4.0
ADR,6097,Mort Subite Gueuze Fond,7.2,Gueuze,4.0,4.0,4.0,3.5,4.0
BerkeleyBeerMan,57590,Mendocino Spring Seasonal Bock,6.0,Maibock / Helles Bock,3.5,3.0,4.0,3.0,3.0
projectflam86,221,Fuller's London Porter,5.4,English Porter,4.5,4.0,4.0,4.0,4.5
Stigs,49838,Squall IPA,9.0,American Double / Imperial IPA,4.0,4.0,4.5,4.5,3.5
brdc,9213,Bavaria,4.5,German Pilsener,3.5,3.5,3.5,3.5,3.5
goldbot,58735,"30th Anniversary- Charlie, Fred And Ken's Bock",8.3,Maibock / Helles Bock,4.0,3.5,4.5,4.0,4.0
ManuelHerrera,21300,Samuel Adams Black Lager,4.9,Schwarzbier,4.0,3.5,4.0,3.5,4.0
BigMike,42546,Wild Devil,6.7,Belgian IPA,4.5,4.5,4.0,4.0,4.0
JohnnyM2002,27659,Wasatch Evolution,4.0,American Amber / Red Ale,2.5,2.5,3.0,3.0,2.0
IronDjinn,620,Affligem Blond,6.7,Belgian Strong Pale Ale,4.0,4.0,4.5,3.5,3.5
bashiba,14309,Samuel Adams Chocolate Bock,5.8,Bock,3.5,3.5,3.5,3.5,3.5
Vendetta,1879,Samuel Adams Cream Stout,4.9,Milk / Sweet Stout,3.0,3.0,3.0,4.0,3.5
wagenvolks,45482,Picnic Ants,8.0,Saison / Farmhouse Ale,4.0,4.0,4.0,4.5,4.0
mikesgroove,691,Calico Copper Amber Ale,5.0,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.0
sinistrsam,146,Brooklyn Brown Ale,5.6,American Brown Ale,3.0,4.0,4.0,3.5,4.0
brewerburgundy,7971,Pliny The Elder,8.0,American Double / Imperial IPA,4.0,5.0,4.5,4.0,4.0
goz,611,Hop Ottin' IPA,7.0,American IPA,4.5,4.0,4.0,4.0,4.0
3Vandoo,22257,Maracaibo Especial,7.5,American Brown Ale,4.5,4.5,5.0,4.5,5.0
bluemoonswoon,33644,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,Russian Imperial Stout,4.5,4.5,4.0,5.0,4.5
elgiacomo,60505,Heavy Seas - The Great'er Pumpkin,9.0,Pumpkin Ale,3.5,3.5,4.0,3.5,3.5
Wetpaperbag,1558,Dreadnaught IPA,9.5,American Double / Imperial IPA,3.5,4.0,4.0,4.0,3.5
RyanBelle,1323,Sleeman Honey Brown Lager,5.2,Euro Dark Lager,2.0,2.5,3.5,2.5,2.5
Viggo,14581,Chico Pale Ale,5.9,American Pale Ale (APA),4.0,4.0,3.5,4.0,4.0
sabrills70,8673,Raspberry Brown,6.5,American Brown Ale,3.5,3.5,4.0,3.5,3.5
PEBKAC,54731,Aecht Schlenkerla Eiche,8.0,Doppelbock,4.0,3.5,3.5,3.5,4.0
ryandurka,37540,Gaspar Ale,8.0,Belgian IPA,4.5,4.0,4.5,4.0,4.0
capra12,49077,Founders Maple Mountain Brown,11.0,American Strong Ale,4.0,4.0,4.0,3.5,4.0
tgbljb,4878,Porter,6.8,Baltic Porter,3.5,3.0,3.0,3.0,3.0
joecast,32552,PM Porter,5.7,American Porter,4.0,4.0,4.5,5.0,4.5
timtim,29688,Cascade Single Hop IPA,6.8,American IPA,4.0,4.5,4.5,4.0,4.5
MacMan1980,43118,Budweiser American Ale,5.3,American Amber / Red Ale,4.5,4.0,4.5,4.0,4.0
mynie,38774,Highland Imperial Kashmir IPA,10.2,American Double / Imperial IPA,4.0,4.5,4.0,4.5,4.5
changeup45,702,Juniper Pale Ale,5.3,Herbed / Spiced Beer,4.0,3.5,3.5,4.0,3.5
DrJay,12770,Damnation,7.75,Belgian Strong Pale Ale,4.5,3.5,4.5,4.5,4.0
TexIndy,1309,Alaskan Amber,5.3,Altbier,4.0,3.5,4.5,4.0,4.5
zimmerbloke,48385,Undercover Investigation Shut-down Ale,9.7,American Strong Ale,4.0,4.5,4.0,4.0,4.0
Beertracker,20518,Sanctification,6.75,American Wild Ale,5.0,4.5,4.0,4.5,4.5
yankeeheel,2526,Highland Gaelic Ale,5.8,American Amber / Red Ale,3.5,3.5,4.0,4.0,3.5
RoyalT,2126,Asahi Draft (Jukusen),5.0,Japanese Rice Lager,2.0,2.5,3.0,2.0,2.0
Suds,19,Mackeson Triple XXX Stout,4.9,Milk / Sweet Stout,4.0,4.0,3.5,4.0,3.5
MmmIPA,6947,Cuvée Van De Keizer Blauw (Blue),11.0,Belgian Strong Dark Ale,2.5,4.5,2.5,2.5,4.5
beerdown77,39984,Victory Pale Ale,5.6,American Pale Ale (APA),4.0,4.0,4.0,4.5,4.0
UnionMade,12993,Thomas Hooker Munich Style Lager,4.6,Munich Helles Lager,5.0,4.0,5.0,4.5,4.0
rfgetz,57912,A Little Sumpin' Wild,9.4,Belgian IPA,4.5,4.0,4.0,4.0,4.0
dhilltop2000,2970,Taj Mahal Premium Lager,4.5,American Adjunct Lager,3.0,2.0,2.0,2.5,3.0
jdklks,1579,Olde GnarlyWine,10.6,American Barleywine,4.5,4.5,4.5,5.0,5.0
vacax,1008,Moonglow Weizenbock,8.7,Weizenbock,3.5,4.0,3.5,3.5,4.0
JoeMayo,229,Great Lakes Eliot Ness,6.2,Vienna Lager,4.0,4.0,4.0,4.0,4.0
samie85,67556,Thumb Print IIPA,9.0,American Double / Imperial IPA,3.5,3.0,3.5,3.5,4.0
mustang70,1989,Blackstone Nut Brown Ale,5.6,English Brown Ale,4.0,3.0,4.0,4.0,4.5
dnichols,38593,Harpoon Glacier Harvest Wet Hop Beer (100 Barrel Series #20),6.7,American Pale Ale (APA),4.0,3.0,4.0,3.5,4.0
BrewIndy,43944,Black Heart Lager,5.9,Euro Dark Lager,4.5,4.0,3.0,4.5,4.5
UncleJimbo,11210,Wind Valley Weizen,5.0,Hefeweizen,4.0,4.0,4.5,4.0,4.0
murphysbleachers,1169,Nut Brown Ale,5.3,English Brown Ale,4.0,4.0,4.0,4.0,4.0
farrago,38470,Stone Sublimely Self-Righteous Ale,8.7,American Black Ale,4.0,4.5,4.0,4.5,4.5
DBoone,52077,A Little Sumpin' Extra! Ale,8.74,American Double / Imperial IPA,3.5,4.0,4.0,3.5,4.0
