review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste,km_labels
Hophead101,3158,Hop Rod Rye,8.0,Rye Beer,3.5,4.5,4.5,3.5,4.0,10
ark57,27120,Hitachino Nest Celebration Ale,9.0,Winter Warmer,4.0,4.0,4.0,4.0,4.0,5
Jesse13713,33,Maudite,8.0,Belgian Strong Dark Ale,4.5,4.0,4.0,4.0,5.0,3
Bouleboubier,142,Ommegang (Abbey Ale),8.5,Dubbel,5.0,5.0,4.5,5.0,5.0,1
weissbierdrinker,857,Trappist Westvleteren 8,8.0,Dubbel,5.0,3.5,4.5,4.5,4.5,1
atsprings,51619,Ommegang Adoration Ale,10.0,Belgian Strong Dark Ale,4.0,4.5,4.5,4.0,4.0,10
morbiddrumer,667,Negra Modelo,5.4,Munich Dunkel Lager,3.0,3.0,4.0,3.0,3.5,4
ktrillionaire,25265,Blue Dot Double India Pale Ale,7.0,American Double / Imperial IPA,5.0,4.5,3.5,4.0,4.5,3
ikats,48330,Brown's IPA,6.5,American IPA,3.5,3.5,3.5,3.5,3.5,0
Brianmerrilyn,2965,XS Old Crustacean,11.5,American Barleywine,4.0,4.0,4.0,4.0,4.5,3
garuda,54234,Mogul Madness Ale,6.6,Winter Warmer,3.5,4.0,4.0,4.0,3.5,0
mwrseeley,935,Warsteiner Premium Verum,4.8,German Pilsener,4.0,3.5,2.5,3.5,3.5,6
Drew966,3295,Old Jubilation,8.3,Old Ale,4.0,3.5,4.5,4.0,4.0,7
slackerlack,4083,Stone Ruination IPA,7.7,American Double / Imperial IPA,2.5,2.5,3.0,3.0,2.5,9
mountdew1,353,Mocha Porter,5.3,American Porter,4.5,4.5,4.5,4.0,3.5,10
Pinto21,43897,Brooklyn Grand Cru,8.4,Witbier,4.0,4.0,4.5,4.5,4.5,10
RJLarse,12331,Kokanee Gold,5.3,American Adjunct Lager,4.0,2.5,3.0,3.5,3.5,6
StephenRich,1490,Hog Heaven Barley Wine,9.2,American Barleywine,4.5,4.0,3.0,4.0,4.5,3
quasimoto,32360,Stone 10th Anniversary IPA,10.0,American Double / Imperial IPA,4.0,3.0,4.0,4.0,3.5,7
NiceGuyMike,1402,La Trappe Quadrupel (Koningshoeven / Dominus),10.0,Quadrupel (Quad),4.5,5.0,4.0,4.5,4.0,3
samie85,1161,Indian Brown Ale,7.2,American Brown Ale,3.0,3.5,4.0,3.5,3.0,0
beergod1,1010,Prima Pils,5.3,German Pilsener,4.5,4.0,3.5,3.5,4.0,5
mwclark2,50570,Tank 7 Farmhouse Ale,8.0,Saison / Farmhouse Ale,4.0,4.5,4.0,4.0,4.0,5
Admiraldinty,129,Orval Trappist Ale,6.9,Belgian Pale Ale,4.0,4.0,4.5,4.0,4.0,10
weeare138,6451,Kraftbräu Doppelbock,8.0,Doppelbock,4.0,4.0,3.0,4.0,4.0,6
beermanbrian,3158,Hop Rod Rye,8.0,Rye Beer,4.0,4.5,4.0,4.0,4.0,5
denver10,615,Barney Flats Oatmeal Stout,5.7,Oatmeal Stout,4.5,4.5,4.5,4.5,4.5,1
akorsak,5036,Purist Pale Ale,4.8,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.0,5
OneDropSoup,67877,TRI-PA,9.0,American Double / Imperial IPA,3.5,4.0,3.5,3.0,3.5,0
WoodBrew,32867,Laurentina Clara,5.0,American Adjunct Lager,3.0,3.0,3.5,3.5,3.0,4
wwwyzzerdd,2758,Sinebrychoff Porter,7.2,Baltic Porter,3.0,4.0,4.0,3.5,3.5,0
SpdKilz,68485,Lips Of Faith - Super Cru,10.0,Belgian Strong Pale Ale,3.0,3.0,3.5,3.0,2.5,4
BlueLawyer,1611,Warsteiner Premium Dunkel,4.9,Munich Dunkel Lager,4.0,4.5,4.0,4.0,4.0,5
VncentLIFE,48824,Sofie,6.5,Saison / Farmhouse Ale,4.5,4.0,4.0,5.0,4.5,3
discovolante65,8919,G'Knight Imperial Red Ale,8.7,American Double / Imperial IPA,4.0,3.5,4.0,3.5,3.5,0
pootz,12505,Wuerzburger Lager,6.0,American Adjunct Lager,4.0,3.5,3.5,3.0,3.5,6
Wildman,16441,Stone 04.04.04 Vertical Epic Ale,8.5,Belgian Strong Pale Ale,4.0,4.0,3.5,4.0,3.5,5
DarkDryad,31992,La Route Des Indes,6.0,American IPA,2.5,3.0,4.0,3.5,2.5,8
watercandy,2822,Maisel's Weisse Kristall,5.1,Kristalweizen,4.0,3.5,4.0,4.0,3.5,7
lumikuuro,11459,IPA (a.k.a. Indian Rock IPA),6.0,American IPA,5.0,4.0,5.0,4.5,5.0,1
Billolick,11873,Strubbe Super Pils,5.0,German Pilsener,4.0,3.5,3.0,4.0,4.0,6
Buggies,622,Smuttynose Robust Porter,5.7,American Porter,4.0,4.0,4.0,4.0,4.5,3
Irish619,754,Guinness Draught,4.2,Irish Dry Stout,4.5,4.0,4.5,3.5,4.5,10
GreatPondBrewer,5722,New World Porter,6.7,American Porter,4.0,3.5,4.5,4.0,4.0,7
sevineyes,2014,The Reverend,10.0,Quadrupel (Quad),3.0,3.5,4.0,3.5,3.5,0
trevorwideman,15615,Faxe Strong,8.6,Euro Strong Lager,3.5,3.0,4.0,4.0,3.5,0
pootz,35821,Eisbock (Congelator),9.4,Eisbock,4.0,3.5,3.5,4.0,4.5,7
fudsquat,14735,Solstice D'hiver,9.8,American Barleywine,5.0,4.5,4.5,5.0,5.0,1
Goblinmunkey7,45552,Fresh Hop Mirror Pond,5.0,American Pale Ale (APA),3.5,4.5,4.0,3.0,3.5,0
avalon07,42075,Pine Belt Pale Ale,6.5,American Pale Ale (APA),4.0,4.0,4.5,4.0,4.0,10
codewarrior,44377,Mild Winter,5.6,Rye Beer,3.0,3.0,3.0,3.5,3.0,4
ryanocerus,2041,Erdinger Weissbier Dunkel,5.6,Dunkelweizen,4.5,4.0,4.0,4.0,4.0,3
onsite416,2093,90 Minute IPA,9.0,American Double / Imperial IPA,5.0,5.0,4.5,5.0,5.0,1
PittBeerGirl,19651,Dogtoberfest,5.3,Märzen / Oktoberfest,3.5,3.5,3.5,3.5,3.5,0
bluejacket74,21300,Samuel Adams Black Lager,4.9,Schwarzbier,4.0,3.0,4.0,3.0,4.0,7
ajmoody76,398,Wolaver's Pale Ale,5.8,American Pale Ale (APA),4.0,4.0,3.5,3.5,4.0,5
homebrewhawk,11485,Erdinger Oktoberfest Weissbier,5.7,Hefeweizen,4.0,3.5,4.0,4.5,3.5,7
jt31914,833,Samuel Adams Pale Ale,5.25,English Pale Ale,4.5,4.0,4.0,4.0,3.5,5
Redwood21,33413,Saranac Bock,6.0,Bock,4.0,3.5,4.0,3.5,4.0,7
ITK4ever,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.0,4.0,4.0,4.0,4.5,3
vfgccp,776,Samichlaus Bier,14.0,Doppelbock,3.5,4.5,4.0,4.0,4.5,5
HosP,69407,Sixteen,10.5,Braggot,4.0,3.5,4.0,4.0,4.0,7
OatmattStout,353,Mocha Porter,5.3,American Porter,4.0,4.0,4.0,5.0,4.5,3
jbertsch,67261,Notch Session Pils,4.0,Czech Pilsener,3.5,3.0,4.0,3.5,3.5,0
steve8robin,20897,Coffee Porter,6.0,English Porter,3.0,4.0,3.0,2.0,1.5,8
Halcyondays,38575,AtTENuation,8.5,Belgian Strong Pale Ale,4.5,4.0,4.5,4.5,4.0,10
dgilks,18272,Dernière Volonté,6.5,Belgian Pale Ale,4.5,4.0,4.0,4.0,4.0,3
cosmicevan,53453,Namaste,5.0,Witbier,3.5,4.5,4.0,2.5,3.5,0
airheadmtrcycle,41421,Shark Attack Double Red Ale,9.0,American Amber / Red Ale,3.5,4.0,4.5,3.5,4.0,10
Onibubba,42878,Trade Winds Tripel,8.1,Tripel,3.5,4.0,4.5,4.0,4.0,10
aasher,53267,Wet,7.5,American IPA,5.0,4.5,4.0,5.0,4.5,1
emmasdad,42479,Orale,4.6,American Pale Lager,4.0,3.0,3.5,4.0,3.0,6
ZAP,10053,Colomba,5.0,Witbier,3.5,4.0,4.0,3.0,3.0,0
dblinkhorn,561,Young's Ram Rod,5.0,Extra Special / Strong Bitter (ESB),4.5,4.0,4.0,4.5,4.0,3
TAMU99,61,Anchor Porter,5.6,American Porter,4.0,4.0,4.0,3.5,4.0,5
Thickfreakness,412,Old Rasputin Russian Imperial Stout,9.0,Russian Imperial Stout,4.5,4.5,5.0,4.0,4.0,10
mikehblack,15619,The Beast Grand Cru,16.83,Belgian Strong Dark Ale,4.0,4.0,4.0,4.5,4.0,3
BeerZack,7673,Gold,4.9,American Blonde Ale,2.5,3.0,2.5,1.5,2.5,9
jwc215,4878,Porter,6.8,Baltic Porter,3.5,3.5,3.5,2.5,3.5,4
Bierguy5,916,Lagunitas IPA,6.2,American IPA,3.5,4.5,3.5,4.0,3.5,5
msubulldog25,48315,NOLA Brown Ale,4.0,English Dark Mild Ale,4.5,4.0,3.5,3.5,4.0,5
dbalsock,1670,Indica India Pale Ale,6.5,American IPA,2.0,3.5,2.5,2.0,2.5,8
bayougutter,21473,Twisted Pine Hoppy Boy,6.2,American IPA,3.0,3.5,3.0,4.0,3.5,6
Noxious26,26242,Harvest Lager,5.8,Märzen / Oktoberfest,3.5,3.5,4.0,4.0,4.0,7
MarvinSnyder,52855,Raging Bitch Belgian-Style IPA,8.3,Belgian IPA,3.5,4.0,3.5,4.0,4.0,5
Jra1985,34688,Long Hammer IPA,6.5,American IPA,4.0,3.5,3.5,3.5,4.0,6
DaggerEyes,10,Allagash Dubbel Ale,7.0,Dubbel,3.5,4.0,3.5,4.0,3.5,5
Thorpe429,48387,Exit 4,9.7,Tripel,3.0,2.5,4.0,3.0,2.5,8
elniko,407,Blue Star Great American Wheat Beer,4.5,American Pale Wheat Ale,5.0,4.5,3.5,4.0,4.0,3
Pahn,7971,Pliny The Elder,8.0,American Double / Imperial IPA,5.0,5.0,4.5,5.0,5.0,1
Sachsenfreude,593,Rare Vos (Amber Ale),6.5,Belgian Pale Ale,4.0,4.5,4.0,4.5,5.0,3
PittBeerGirl,129,Orval Trappist Ale,6.9,Belgian Pale Ale,3.5,3.5,4.5,3.5,4.0,0
sureshot08,283,Sierra Nevada Stout,5.8,American Stout,4.0,4.0,4.0,4.0,4.0,5
GJ40,25053,Pisgah American Style Pale Ale,5.5,American Pale Ale (APA),4.5,4.0,4.0,4.0,4.0,3
Spidey13,21300,Samuel Adams Black Lager,4.9,Schwarzbier,3.5,3.5,4.5,3.5,3.5,0
maximum12,695,Duvel,8.5,Belgian Strong Pale Ale,4.0,3.5,4.0,4.0,4.0,7
daliandragon,726,He'Brew Genesis Ale,5.6,American Amber / Red Ale,3.5,3.0,3.0,4.0,4.0,6
wangbruins,20907,Santa's Butt,6.0,English Porter,3.5,4.0,2.5,3.0,4.0,6
fostachild,14063,Best Bitter,5.2,Extra Special / Strong Bitter (ESB),3.5,3.5,3.5,3.5,3.5,0
vtfan77,66063,Terrapin TomFoolery,7.3,Saison / Farmhouse Ale,3.5,3.5,4.0,3.5,3.5,0
ArrogantDeadGuy,1153,Chicory Stout,5.2,American Stout,4.0,4.0,4.0,3.5,4.5,5
compass40204,408,Old #38 Stout,5.6,Irish Dry Stout,5.0,4.0,4.5,3.5,4.5,10
biggmike,23713,Session Lager,5.1,American Pale Lager,4.5,3.5,3.5,4.0,4.0,7
BierFan,17900,Short's Huma-Lupa-Licious IPA,6.9,American IPA,4.0,4.0,3.5,3.5,4.0,5
jreitman,5218,Sheagal Herb And Spice,5.0,Herbed / Spiced Beer,2.5,4.5,2.0,4.0,3.0,4
harrymel,3708,Berliner Kindl Weisse,3.0,Berliner Weissbier,4.0,3.5,3.5,4.0,4.0,7
rajendra82,1117,Bell's Kalamazoo Stout,6.0,American Stout,4.5,4.0,5.0,4.0,4.5,10
sulldaddy,19803,3 Judges Barleywine,11.0,English Barleywine,3.5,4.0,3.0,4.0,4.0,6
gabe23,788,Brooklyn Pilsner,5.1,German Pilsener,4.5,3.5,4.0,4.0,4.5,7
Crosling,41734,Monk's Elixir (Monk's Brew),10.0,Quadrupel (Quad),3.5,3.5,5.0,3.5,3.5,0
BZero007,7520,Dark Lord Imperial Stout,15.0,Russian Imperial Stout,4.0,4.0,4.5,4.0,5.0,10
Saunapoika,700,St. Pauli Girl,4.9,German Pilsener,3.0,2.5,3.0,3.5,3.0,9
Bamabrew22,108,Samuel Adams Cherry Wheat,5.3,Fruit / Vegetable Beer,4.0,3.5,4.0,3.5,4.0,7
dansmcd,57591,Cream Ale,5.0,Cream Ale,4.0,4.0,3.5,3.5,4.0,5
Black7Blue,25580,Vanilla Porter,6.0,American Porter,4.0,4.5,4.0,4.0,4.0,5
thain709,73865,Scratch Beer 49 - 2011 (Fresh Hop Ale),7.2,American IPA,4.5,4.0,4.0,4.0,4.5,3
charlzm,5729,Black Toad Dark Ale,5.3,English Brown Ale,3.5,3.5,3.0,4.0,3.5,6
OutlawJoseyWales,8954,Cantillon Saint Lamvinus,6.0,Lambic - Fruit,4.5,5.0,4.5,4.5,5.0,1
Pegasus,263,Schlitz,4.6,American Adjunct Lager,3.5,3.5,3.0,3.0,3.5,4
Sixpack595,617,Troubadour Blond Ale,6.5,Belgian Pale Ale,4.0,4.0,4.5,4.0,4.5,10
Gavage,16461,Oliver's Best Bitter,4.8,English Bitter,5.0,3.0,4.0,4.0,4.0,7
Stubbie1,3678,Stone Old Guardian Barley Wine Style Ale 2002,9.91,American Barleywine,4.0,4.0,4.0,4.0,4.5,3
brewdlyhooked13,3916,AleSmith IPA,7.25,American IPA,5.0,5.0,5.0,5.0,5.0,1
Strix,39754,Long Strange Tripel,9.0,Tripel,4.5,4.0,4.0,4.5,4.5,3
woosterbill,21802,Black Wheat,5.7,Dunkelweizen,4.0,4.0,4.5,4.0,4.5,10
BeerCon5,41821,Bud Light Lime,4.2,Light Lager,1.5,2.0,2.0,1.0,1.0,2
tony223366,410,Ruedrich's Red Seal Ale,5.5,American Amber / Red Ale,4.5,4.0,4.0,4.0,5.0,3
nickd717,49058,Red Racer IPA,6.5,American IPA,4.0,4.0,4.0,4.0,4.0,5
jmdrpi,28877,Beer Geek Breakfast,7.5,American Double / Imperial Stout,1.5,4.0,4.5,4.0,1.5,8
ADR,4067,Old Growler,5.5,English Porter,4.0,4.0,4.0,4.5,4.0,3
ralree,3280,Schneider Weisse Original,5.4,Hefeweizen,4.5,3.0,4.0,4.5,4.0,7
JohnGalt1,65273,Persephone Pilsner,8.75,American Double / Imperial Pilsner,3.5,3.0,3.5,3.5,3.5,6
PJC,21300,Samuel Adams Black Lager,4.9,Schwarzbier,4.0,3.5,4.0,3.5,4.0,7
bsp77,38298,Green's Quest,8.5,Belgian Strong Pale Ale,3.0,3.0,4.5,3.0,3.0,0
tronester,40187,XS Imperial Red,9.0,American Amber / Red Ale,4.0,4.0,3.0,4.0,4.0,6
weasbri,24259,Chateau Jiahu,10.0,Herbed / Spiced Beer,4.0,3.5,4.0,4.5,5.0,3
armock,52077,A Little Sumpin' Extra! Ale,8.74,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.5,3
Dertbert,2758,Sinebrychoff Porter,7.2,Baltic Porter,3.5,3.5,3.5,3.5,3.5,0
SPThirtyThree,5488,Wells Banana Bread Beer,5.2,Fruit / Vegetable Beer,2.0,2.5,4.0,3.5,2.0,8
murphysbleachers,7560,Black Sun Stout,6.5,Irish Dry Stout,4.0,4.0,4.0,4.0,4.0,5
Flyer,28203,Furious,6.2,American IPA,3.5,3.0,4.0,3.5,3.5,0
ptykozoon,945,Adam,10.0,Old Ale,4.0,4.0,5.0,5.0,4.5,1
womencantsail,62917,Sweetwater Dank Tank Border Hopper,8.6,American Double / Imperial IPA,4.0,4.0,4.0,3.5,3.5,5
Saint,28536,Circus Boy,4.4,American Pale Wheat Ale,4.0,3.5,3.0,3.0,4.0,6
Lounge14ABV,8070,Pilaarbijter (Tripel Ale) Blond (Brass Cap),7.5,Tripel,3.5,3.5,4.0,3.5,3.5,0
GilGarp,195,Mirror Pond Pale Ale,5.0,American Pale Ale (APA),4.5,4.5,4.5,4.0,4.5,1
bum732,65384,Wild Dog Coffee Stout (Batch 2),8.9,American Stout,4.0,4.0,3.5,4.0,4.5,3
Yetiman420,37489,Fantabulous Resplendence X Anniversary,10.5,American Strong Ale,4.0,3.0,4.0,4.0,3.5,7
foXXtail,9353,Great Lakes Holy Moses,5.4,Witbier,4.0,4.0,4.0,4.5,4.5,3
darthmiles,31323,Hop 15,10.0,American Double / Imperial IPA,4.5,4.5,4.5,4.5,4.0,1
bum732,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,5.0,4.5,4.5,4.5,5.0,1
Chinon01,20470,Stoudt's Double IPA (India Pale Ale),10.0,American Double / Imperial IPA,4.0,4.0,4.5,3.5,4.0,10
AtLagerHeads,1798,Boddingtons Pub Ale,4.7,English Pale Ale,3.0,2.5,3.5,3.0,3.5,4
DrewV,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,4.5,4.0,4.0,4.0,4.5,3
Halcyondays,48988,Noir De Dottignies,9.0,Belgian Strong Dark Ale,3.0,3.5,4.0,3.5,2.5,0
yemenmocha,4923,Alleycat Amber,5.5,American Amber / Red Ale,4.0,3.5,4.0,4.0,3.5,7
metter98,53256,Black Xantus,11.0,American Double / Imperial Stout,4.0,3.5,4.0,4.5,4.0,7
WVbeergeek,6314,Kells Irish Style Lager,5.0,Euro Pale Lager,4.5,4.0,4.5,4.0,3.5,10
Chugmonkey,1520,Black Hawk Stout,5.2,Irish Dry Stout,3.0,3.0,3.0,3.0,3.0,4
philbe311,52334,Cold Front,7.2,Belgian Dark Ale,3.5,4.0,4.0,3.0,3.5,0
brantadid,21451,HotShot ESB,5.0,Extra Special / Strong Bitter (ESB),3.0,3.0,3.5,3.0,3.0,4
jctribe25,7096,Brewer's Art Ozzy Ale,7.25,Belgian Strong Pale Ale,4.0,4.0,4.5,4.0,4.0,10
Florida9,69278,Meat Wave,6.5,English India Pale Ale (IPA),3.5,3.5,4.0,3.5,3.5,0
GimpyCane,224,Schneider Aventinus,8.2,Weizenbock,4.0,4.0,4.0,4.0,4.0,5
gotbeer,24905,Founders Curmudgeon (Old Ale),9.8,Old Ale,4.0,4.0,4.0,4.0,4.5,3
maxpower,26900,Brew Masters Private Reserve,8.5,American Pale Lager,4.0,3.5,4.0,3.5,3.5,0
RutgersBeerGuy,10325,Péché Mortel (Imperial Stout Au Cafe),9.5,American Double / Imperial Stout,4.0,5.0,4.0,4.0,4.5,3
GbVDave,4322,Special Pale Ale,5.5,American Pale Ale (APA),4.5,4.0,4.0,4.0,4.0,3
sitarist,387,Salvator Doppel Bock,7.9,Doppelbock,4.0,4.0,4.0,3.0,3.5,0
alcstradamus,56738,Moon Man,5.0,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.0,5
bditty187,8297,Samuel Adams White Ale,5.2,Witbier,3.5,3.5,4.0,4.0,3.5,0
tr4nc3d,9086,120 Minute IPA,18.0,American Double / Imperial IPA,1.5,2.5,3.5,2.0,2.0,8
mikesgroove,53247,Oktoberfest,5.7,Märzen / Oktoberfest,3.5,3.5,3.5,3.5,4.0,6
Gusler,3671,Burragorang Bock,6.4,Bock,4.0,4.0,3.5,3.5,4.0,5
steelerkiss,206,Road Dog Porter,6.0,American Porter,3.5,3.5,4.0,3.5,3.5,0
alexgash,21800,Cerise Cassée American Sour Ale,7.75,American Wild Ale,4.0,4.5,4.0,4.0,4.0,5
skinny0ne,1015,Whirlwind Witbier,5.0,Witbier,5.0,3.0,3.0,4.0,3.0,6
Tone,51464,Bud Light Golden Wheat,4.1,Herbed / Spiced Beer,3.5,3.0,3.0,3.5,2.5,4
Newglarusguy,6663,Native Ale,5.0,English Brown Ale,3.5,3.5,4.5,4.0,4.0,7
dacrza1,9590,Never Summer Ale,5.94,Winter Warmer,3.0,4.0,3.0,3.0,3.5,4
mothman,6305,Drie Fonteinen Oude Geuze,6.0,Gueuze,4.0,4.5,4.5,4.0,4.0,10
mdaschaf,64089,Infinium,10.3,Bière de Champagne / Bière Brut,3.0,3.0,3.5,3.0,2.5,4
nickthegun12,6108,60 Minute IPA,6.0,American IPA,4.0,4.0,4.5,3.5,4.5,10
OldFrothingSlosh,4948,India Pale Ale,5.5,English India Pale Ale (IPA),3.5,4.0,4.0,4.0,4.0,5
wnhay,620,Affligem Blond,6.7,Belgian Strong Pale Ale,4.0,4.0,4.5,4.0,4.5,10
ritzkiss,1056,Double Bastard Ale,10.5,American Strong Ale,2.5,4.0,4.0,4.0,3.5,0
kmpitz2,759,Schneider Wiesen Edel-Weisse Mein Grunes,6.2,Hefeweizen,4.0,4.5,4.0,4.0,5.0,3
stingrayvr6,5412,Lionshead Pilsner,4.5,American Adjunct Lager,1.5,2.0,2.5,2.0,2.0,2
jampics2,2430,Foret,7.5,Saison / Farmhouse Ale,4.0,4.5,4.0,4.0,4.0,5
blackie,41100,O'Hara's Celebration Stout,6.0,Irish Dry Stout,4.5,4.5,4.5,4.5,4.0,1
prototypic,8941,Paddle Me IPA,6.0,American IPA,3.5,3.5,3.0,3.5,3.0,4
TylerPrichard,68960,Best Of Beer Camp: California Common - Beer Camp #8,6.5,California Common / Steam Beer,4.0,4.0,4.0,4.5,4.0,3
tpd975,53168,Hops Of Love,6.7,American IPA,3.5,4.0,4.0,4.0,4.0,5
MightyMonk,574,Samuel Smith's Pure Brewed Lager Beer,5.0,Euro Pale Lager,4.0,4.0,4.5,4.0,4.5,10
beertaster13,2671,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,American Barleywine,5.0,4.5,4.5,4.5,5.0,1
barleywinefiend,57114,El Camino (Un)Real Black Ale,9.5,American Strong Ale,3.0,4.0,4.0,3.0,3.0,0
mikereaser,42546,Wild Devil,6.7,Belgian IPA,4.0,3.5,4.0,4.0,3.5,7
prototypic,2961,Domaine DuPage French Style Country Ale,5.9,Bière de Garde,4.0,3.5,3.5,3.5,3.5,6
soupyman10,2392,World Wide Stout,18.0,American Double / Imperial Stout,5.0,5.0,4.0,4.5,5.0,1
chickencoop,1381,Yuengling Black & Tan,4.7,Black & Tan,3.5,3.5,3.5,3.5,3.5,0
SkunkWorks,52128,Tröegs Java Head Stout,7.5,Oatmeal Stout,4.5,3.0,4.0,3.5,4.0,7
ppoitras,22686,Stellwagen Stout,4.2,Irish Dry Stout,4.0,4.0,4.0,3.5,3.5,5
hustlemuscle,7386,Pilsner,5.0,German Pilsener,4.0,3.5,4.0,3.5,4.0,7
Tim,199,Immort Ale,11.0,American Strong Ale,4.0,4.5,4.0,4.5,4.5,3
zeff80,19425,The Kaiser,10.03,Märzen / Oktoberfest,4.0,4.0,4.0,4.0,4.5,3
pokesbeerdude,34877,Collaboration Not Litigation Ale,8.72,Belgian Strong Dark Ale,4.0,4.0,4.0,4.5,4.0,3
Derek,66819,LA Lager,5.0,American Pale Lager,4.0,4.0,4.0,4.5,4.0,3
beerkittycat,2782,Summit India Pale Ale,6.4,English India Pale Ale (IPA),4.0,3.0,3.5,4.0,4.0,7
Mosley1212,55278,Jai Alai IPA - Papaya,7.5,American IPA,4.0,3.5,4.5,4.0,4.0,7
jmarsh123,64089,Infinium,10.3,Bière de Champagne / Bière Brut,1.5,2.0,3.5,2.5,1.5,8
snafui,10804,Gold Spike Ale,4.2,Kölsch,4.5,4.5,5.0,4.5,3.5,10
PeprSprYoFace,47779,Harpoon Catamount Maple Wheat (100 Barrel Series #26),6.8,American Pale Wheat Ale,3.0,2.5,2.5,4.0,3.0,9
jjayjaye,47152,Terrapin Monk's Revenge,9.6,Belgian IPA,4.0,4.0,4.0,4.0,4.0,5
gabedivision,52704,Howl,4.6,Schwarzbier,3.5,2.5,3.5,3.0,4.0,6
mdfb79,21466,Fort,18.0,Fruit / Vegetable Beer,3.5,4.0,4.0,4.0,3.5,0
tavernjef,10118,Oatmeal Cream,4.7,Cream Ale,3.0,3.0,3.0,3.0,3.5,4
corby112,40970,Carnevale,6.5,Saison / Farmhouse Ale,4.0,3.5,3.5,4.0,4.0,7
baldmasterflex,48542,Saranac Rye Pilsener,4.8,Rye Beer,4.0,2.0,3.5,2.5,4.0,4
TheManiacalOne,55939,Hoptimum Double IPA - Beer Camp #19,10.4,American Double / Imperial IPA,4.5,4.5,4.0,4.0,4.0,3
StephenRich,53832,Flying Monkeys Netherworld Cascadian Dark Ale,6.2,American Black Ale,4.0,4.0,5.0,4.0,4.0,10
oberon,3439,Moylander Double IPA,8.5,American Double / Imperial IPA,3.5,4.5,4.0,4.0,3.5,5
oberon,49215,Peak Organic IPA,7.2,American IPA,3.5,4.0,4.0,4.0,3.0,0
Brenden,8917,Drop Top Amber,5.0,American Amber / Red Ale,3.5,3.5,4.0,3.5,4.0,0
sulldaddy,17717,Gilded Otter Hefeweizen,5.0,Hefeweizen,4.5,4.0,3.0,4.0,4.0,3
iacollector,33245,Bell's Lager Of The Lakes,4.5,American Pale Lager,4.0,4.0,4.0,3.0,3.5,0
uawildcat,2484,Oak Creek Amber,5.5,American Amber / Red Ale,3.0,2.0,3.0,3.0,3.5,9
peensteen,72171,Flying Monkeys Super Collider Double IPA,12.4,American Double / Imperial IPA,3.5,3.0,4.0,3.5,3.5,0
donkeyrunner,159,Denver Pale Ale,5.4,English Pale Ale,4.0,3.0,3.5,3.5,4.0,6
rtepiak,45145,Rode Haring,7.0,Flanders Red Ale,4.0,3.5,4.0,4.0,3.5,7
tanqueverde,19651,Dogtoberfest,5.3,Märzen / Oktoberfest,3.0,4.0,3.0,3.0,2.5,4
rjvaudreuil,2899,Andechser Doppelbock Dunkel,7.1,Doppelbock,4.5,5.0,4.0,4.0,5.0,1
lakevalley,755,"Carnegie Porter 5,5%",5.5,Baltic Porter,3.0,2.5,4.0,2.0,2.5,8
Overlord,67523,White Birch Hop Session Ale,5.1,American Amber / Red Ale,4.0,4.5,4.5,5.0,4.0,1
blitheringidiot,1157,Honker's Ale,4.2,English Bitter,4.0,4.0,4.0,3.5,3.5,5
tvv375ia,5686,Oyster Stout,5.2,Irish Dry Stout,3.5,3.5,3.5,4.0,3.0,0
BeerFMAndy,2249,In-Heat Wheat,4.7,Hefeweizen,4.0,4.0,2.0,3.5,4.0,6
mikesgroove,4105,Shantytown Doppelbock,6.5,Doppelbock,4.0,4.0,4.0,4.0,4.0,5
NEhophead,1128,Old Heathen Imperial Stout,8.0,Russian Imperial Stout,4.5,4.5,4.0,4.0,4.5,3
TheHoppiest,47486,Samuel Smith's Organic Strawberry Fruit Beer,5.2,Fruit / Vegetable Beer,4.0,4.5,4.0,4.0,4.0,5
JoeyBeerBelly,8767,Black Forest Schwarzbier,5.4,Schwarzbier,4.5,4.0,4.0,4.5,4.5,3
Billolick,22789,Fish Paralyzer,7.5,Belgian Pale Ale,4.0,3.5,4.0,4.0,4.0,7
JMad,4162,Sweetwater Georgia Brown,5.1,English Brown Ale,3.5,3.5,4.0,4.0,3.5,0
lackenhauser,1912,Abbey Belgian Style Ale,7.0,Dubbel,4.0,3.5,3.5,4.0,4.0,7
Halcyondays,10524,Willy Wheat Ale,4.9,American Pale Wheat Ale,3.5,2.5,4.0,4.0,3.0,0
Greenlabel,775,Buzzards Bay Olde Buzzard Lager,5.0,Dortmunder / Export Lager,4.5,3.0,4.0,4.0,4.5,7
avaldivia,2749,White Knuckle Double IPA,8.0,American Double / Imperial IPA,4.5,4.0,4.5,4.5,4.5,1
climax,46809,Flashback Ale,6.88,American Brown Ale,4.0,4.0,3.5,3.0,4.0,5
beergambit,205,Snake Dog IPA,7.1,American IPA,4.5,4.5,4.5,5.0,5.0,1
RodBurg,575,Samuel Smith's Old Brewery Pale Ale,5.0,English Pale Ale,4.0,4.0,3.5,3.5,4.0,5
